EVENT,BOUT,WEIGHTCLASS,weight_class,title_type,is_womens,is_tournament
UFC Fight Night: Gustafsson vs. Smith ,Daniel Teymur vs. Sung Bin Jo,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Gustafsson vs. Smith ,Rostem Akman vs. Sergey Khandozhko,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Gustafsson vs. Smith ,Tonya Evinger vs. Lina Lansberg,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Gustafsson vs. Smith ,Stevie Ray vs. Leonardo Santos,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Gustafsson vs. Smith ,Nick Hein vs. Frank Camacho,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Gustafsson vs. Smith ,Bea Malecki vs. Duda Santana,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Gustafsson vs. Smith ,Darko Stosic vs. Devin Clark,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Gustafsson vs. Smith ,Joel Alvarez vs. Danilo Belluardo,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Rafael Dos Anjos vs. Kevin Lee,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Antonio Carlos Junior vs. Ian Heinisch,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Megan Anderson vs. Felicia Spencer,Women's Featherweight Bout,featherweight,regular,True,False
UFC Fight Night: Dos Anjos vs. Lee ,Vicente Luque vs. Derrick Krantz,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Charles Oliveira vs. Nik Lentz,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Davi Ramos vs. Austin Hubbard,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Aspen Ladd vs. Sijara Eubanks,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Dos Anjos vs. Lee ,Desmond Green vs. Charles Jourdain,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Danny Roberts vs. Michel Pereira,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Michael Trizano vs. Grant Dawson,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Patrick Cummins vs. Ed Herman,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Zak Cummings vs. Trevin Giles,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Dos Anjos vs. Lee ,Julio Arce vs. Julian Erosa,Featherweight Bout,featherweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Rose Namajunas vs. Jessica Andrade,UFC Women's Strawweight Title Bout,strawweight,title,True,False
UFC 237: Namajunas vs. Andrade ,Jared Cannonier vs. Anderson Silva,Middleweight Bout,middleweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Jose Aldo vs. Alexander Volkanovski,Featherweight Bout,featherweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Thiago Alves vs. Laureano Staropoli,Welterweight Bout,welterweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Irene Aldana vs. Bethe Correia,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC 237: Namajunas vs. Andrade ,Rogerio Nogueira vs. Ryan Spann,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Thiago Moises vs. Kurt Holobaugh,Lightweight Bout,lightweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Warlley Alves vs. Sergio Moraes,Welterweight Bout,welterweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,BJ Penn vs. Clay Guida,Lightweight Bout,lightweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Luana Carolina vs. Priscila Cachoeira,Women's Flyweight Bout,flyweight,regular,True,False
UFC 237: Namajunas vs. Andrade ,Raoni Barcelos vs. Carlos Huachin,Bantamweight Bout,bantamweight,regular,False,False
UFC 237: Namajunas vs. Andrade ,Talita Bernardo vs. Viviane Araujo,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Iaquinta vs. Cowboy ,Al Iaquinta vs. Donald Cerrone,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Derek Brunson vs. Elias Theodorou,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Cub Swanson vs. Shane Burgos,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Brad Katona vs. Merab Dvalishvili,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Walt Harris vs. Serghei Spivac,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Marc-Andre Barriault vs. Andrew Sanchez,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Macy Chiasson vs. Sarah Moras,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Iaquinta vs. Cowboy ,Aiemann Zahabi vs. Vince Morales,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Nordine Taleb vs. Kyle Prepolec,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Kyle Nelson vs. Matt Sayles,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Arjan Bhullar vs. Juan Adams,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Iaquinta vs. Cowboy ,Mitch Gagnon vs. Cole Smith,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Jacare Souza vs. Jack Hermansson,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Greg Hardy vs. Dmitrii Smoliakov,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Alex Oliveira vs. Mike Perry,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Glover Teixeira vs. Ion Cutelaba,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,John Lineker vs. Cory Sandhagen,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Roosevelt Roberts vs. Thomas Gifford,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Ben Saunders vs. Takashi Sato,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Andrei Arlovski vs. Augusto Sakai,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Carla Esparza vs. Virna Jandiroba,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Jacare vs. Hermansson ,Gilbert Burns vs. Mike Davis,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Jim Miller vs. Jason Gonzalez,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Jacare vs. Hermansson ,Angela Hill vs. Jodie Esquibel,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Jacare vs. Hermansson ,Court McGee vs. Dhiego Lima,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Alistair Overeem vs. Aleksei Oleinik,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Islam Makhachev vs. Arman Tsarukyan,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Sergei Pavlovich vs. Marcelo Golm,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Roxanne Modafferi vs. Antonina Shevchenko,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Overeem vs. Oleinik ,Krzysztof Jotko vs. Alen Amedovski,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Movsar Evloev vs. SeungWoo Choi,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Sultan Aliev vs. Keita Nakamura,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Alexander Yakovlev vs. Alex Da Silva,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Marcin Tybura vs. Shamil Abdurakhimov,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Gadzhimurad Antigulov vs. Michal Oleksiejczuk,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Overeem vs. Oleinik ,Magomed Mustafaev vs. Rafael Fiziev,Lightweight Bout,lightweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Max Holloway vs. Dustin Poirier,UFC Interim Lightweight Title Bout,lightweight,interim,False,False
UFC 236: Holloway vs. Poirier 2 ,Kelvin Gastelum vs. Israel Adesanya,UFC Interim Middleweight Title Bout,middleweight,interim,False,False
UFC 236: Holloway vs. Poirier 2 ,Eryk Anders vs. Khalil Rountree Jr.,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Alan Jouban vs. Dwight Grant,Welterweight Bout,welterweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Ovince Saint Preux vs. Nikita Krylov,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Jalin Turner vs. Matt Frevola,Lightweight Bout,lightweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Wilson Reis vs. Alexandre Pantoja,Flyweight Bout,flyweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Max Griffin vs. Zelim Imadaev,Welterweight Bout,welterweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Boston Salmon vs. Khalid Taha,Bantamweight Bout,bantamweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Curtis Millender vs. Belal Muhammad,Welterweight Bout,welterweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Montel Jackson vs. Andre Soukhamthath,Bantamweight Bout,bantamweight,regular,False,False
UFC 236: Holloway vs. Poirier 2 ,Lauren Mueller vs. Poliana Botelho,Women's Flyweight Bout,flyweight,regular,True,False
UFC 236: Holloway vs. Poirier 2 ,Brandon Davis vs. Randy Costa,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Edson Barboza vs. Justin Gaethje,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,David Branch vs. Jack Hermansson,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Josh Emmett vs. Michael Johnson,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Karolina Kowalkiewicz vs. Michelle Waterson-Gomez,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Barboza vs. Gaethje ,Kennedy Nzechukwu vs. Paul Craig,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Sodiq Yusuff vs. Sheymon Moraes,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Marina Rodriguez vs. Jessica Aguilar,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Barboza vs. Gaethje ,Ross Pearson vs. Desmond Green,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Enrique Barzola vs. Kevin Aguilar,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Kevin Holland vs. Gerald Meerschaert,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Ray Borg vs. Casey Kenney,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Barboza vs. Gaethje ,Sabina Mazo vs. Maryna Moroz,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Barboza vs. Gaethje ,Alex Perez vs. Mark De La Rosa,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Stephen Thompson vs. Anthony Pettis,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Curtis Blaydes vs. Justin Willis,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,John Makdessi vs. Jesus Pinedo,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Jussier Formiga vs. Deiveson Figueiredo,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Luis Pena vs. Steven Peterson,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Maycee Barber vs. JJ Aldrich,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Thompson vs. Pettis ,Bryce Mitchell vs. Bobby Moffett,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Marlon Vera vs. Frankie Saenz,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Alexis Davis vs. Jennifer Maia,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Thompson vs. Pettis ,Randa Markos vs. Angela Hill,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Thompson vs. Pettis ,Ryan MacDonald vs. Chris Gutierrez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Thompson vs. Pettis ,Eric Shelton vs. Jordan Espinosa,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Darren Till vs. Jorge Masvidal,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Leon Edwards vs. Gunnar Nelson,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Volkan Oezdemir vs. Dominick Reyes,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Nathaniel Wood vs. Jose Quinonez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Danny Roberts vs. Claudio Silva,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Jack Marshman vs. John Phillips,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Arnold Allen vs. Jordan Rinaldi,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Marc Diakiese vs. Joe Duffy,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Nicolae Negumereanu vs. Saparbeg Safarov,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Danny Henry vs. Dan Ige,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Till vs. Masvidal ,Molly McCann vs. Priscila Cachoeira,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Till vs. Masvidal ,Mike Grundy vs. Nad Narimani,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Derrick Lewis vs. Junior Dos Santos,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Elizeu Zaleski dos Santos vs. Curtis Millender,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Tim Means vs. Niko Price,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Blagoy Ivanov vs. Ben Rothwell,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Beneil Dariush vs. Drew Dober,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Tim Boetsch vs. Omari Akhmedov,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Anthony Rocco Martin vs. Sergio Moraes,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Marion Reneau vs. Yana Santos,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Lewis vs. Dos Santos ,Grant Dawson vs. Julian Erosa,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Maurice Greene vs. Jeff Hughes,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Louis Smolka vs. Matt Schnell,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Alex Morono vs. Zak Ottow,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Lewis vs. Dos Santos ,Alex White vs. Dan Moret,Lightweight Bout,lightweight,regular,False,False
UFC 235: Jones vs. Smith ,Jon Jones vs. Anthony Smith,UFC Light Heavyweight Title Bout,light_heavyweight,title,False,False
UFC 235: Jones vs. Smith ,Tyron Woodley vs. Kamaru Usman,UFC Welterweight Title Bout,welterweight,title,False,False
UFC 235: Jones vs. Smith ,Robbie Lawler vs. Ben Askren,Welterweight Bout,welterweight,regular,False,False
UFC 235: Jones vs. Smith ,Tecia Pennington vs. Zhang Weili,Women's Strawweight Bout,strawweight,regular,True,False
UFC 235: Jones vs. Smith ,Cody Garbrandt vs. Pedro Munhoz,Bantamweight Bout,bantamweight,regular,False,False
UFC 235: Jones vs. Smith ,Jeremy Stephens vs. Zabit Magomedsharipov,Featherweight Bout,featherweight,regular,False,False
UFC 235: Jones vs. Smith ,Misha Cirkunov vs. Johnny Walker,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 235: Jones vs. Smith ,Cody Stamann vs. Alejandro Perez,Bantamweight Bout,bantamweight,regular,False,False
UFC 235: Jones vs. Smith ,Diego Sanchez vs. Mickey Gall,Welterweight Bout,welterweight,regular,False,False
UFC 235: Jones vs. Smith ,Edmen Shahbazyan vs. Charles Byrd,Middleweight Bout,middleweight,regular,False,False
UFC 235: Jones vs. Smith ,Gina Mazany vs. Macy Chiasson,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC 235: Jones vs. Smith ,Polyana Viana vs. Hannah Cifers,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Blachowicz vs. Santos ,Jan Blachowicz vs. Thiago Santos,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Stefan Struve vs. Marcos Rogerio de Lima,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Gian Villante vs. Michal Oleksiejczuk,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Liz Carmouche vs. Lucie Pudilova,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Blachowicz vs. Santos ,John Dodson vs. Petr Yan,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Magomed Ankalaev vs. Klidson Abreu,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Dwight Grant vs. Carlo Pedersoli Jr.,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Daniel Teymur vs. Chris Fishgold,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Veronica Hardy vs. Gillian Robertson,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Blachowicz vs. Santos ,Damir Hadzovic vs. Marco Polo Reyes,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Michel Prazeres vs. Ismail Naurdiev,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Rustam Khabilov vs. Diego Ferreira,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Blachowicz vs. Santos ,Damir Ismagulov vs. Joel Alvarez,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Francis Ngannou vs. Cain Velasquez,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,James Vick vs. Paul Felder,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Cortney Casey vs. Cynthia Calvillo,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Ngannou vs. Velasquez ,Alex Caceres vs. Kron Gracie,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Vicente Luque vs. Bryan Barberena,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Andre Fili vs. Myles Jury,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Jimmie Rivera vs. Aljamain Sterling,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Benito Lopez vs. Manny Bermudez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Ashlee Evans-Smith vs. Andrea Lee,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Ngannou vs. Velasquez ,Scott Holtzman vs. Nik Lentz,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Renan Barao vs. Luke Sanders,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Ngannou vs. Velasquez ,Aleksandra Albu vs. Emily Whitmire,Women's Strawweight Bout,strawweight,regular,True,False
UFC 234: Adesanya vs. Silva ,Israel Adesanya vs. Anderson Silva,Middleweight Bout,middleweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Lando Vannata vs. Marcos Mariano,Lightweight Bout,lightweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Rani Yahya vs. Ricky Simon,Bantamweight Bout,bantamweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Montana De La Rosa vs. Nadia Kassem,Women's Flyweight Bout,flyweight,regular,True,False
UFC 234: Adesanya vs. Silva ,Jimmy Crute vs. Sam Alvey,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Devonte Smith vs. Dong Hyun Ma,Lightweight Bout,lightweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Shane Young vs. Austin Arnett,Featherweight Bout,featherweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Kai Kara-France vs. Raulian Paiva,Flyweight Bout,flyweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Teruto Ishihara vs. Kyung Ho Kang,Bantamweight Bout,bantamweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Callan Potter vs. Jalin Turner,Lightweight Bout,lightweight,regular,False,False
UFC 234: Adesanya vs. Silva ,Wulijiburen vs. Jonathan Martinez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Raphael Assuncao vs. Marlon Moraes,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Jose Aldo vs. Renato Moicano,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Demian Maia vs. Lyman Good,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Charles Oliveira vs. David Teymur,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Johnny Walker vs. Justin Ledet,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Livinha Souza vs. Sarah Frota,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Markus Perez vs. Anthony Hernandez,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Mara Romero Borella vs. Taila Santos,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Thiago Alves vs. Max Griffin,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Junior Albini vs. Jairzinho Rozenstruik,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Geraldo de Freitas vs. Felipe Colares,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Ricardo Ramos vs. Said Nurmagomedov,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Assuncao vs. Moraes 2 ,Bibulatov Magomed vs. Rogerio Bontorin,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Henry Cejudo vs. TJ Dillashaw,UFC Flyweight Title Bout,flyweight,title,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Greg Hardy vs. Allen Crowder,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Gregor Gillespie vs. Yancy Medeiros,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Joseph Benavidez vs. Dustin Ortiz,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Paige VanZant vs. Rachael Ostovich,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Cejudo vs. Dillashaw ,Glover Teixeira vs. Karl Roberson,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Alexander Hernandez vs. Donald Cerrone,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Joanne Wood vs. Ariane da Silva,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Cejudo vs. Dillashaw ,Alonzo Menifield vs. Vinicius Moreira,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Cory Sandhagen vs. Mario Bautista,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Dennis Bermudez vs. Te Edwards,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Belal Muhammad vs. Geoff Neal,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Cejudo vs. Dillashaw ,Kyle Stewart vs. Chance Rencountre,Welterweight Bout,welterweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Jon Jones vs. Alexander Gustafsson,UFC Light Heavyweight Title Bout,light_heavyweight,title,False,False
UFC 232: Jones vs. Gustafsson 2 ,Cristiane Justino vs. Amanda Nunes,UFC Women's Featherweight Title Bout,featherweight,title,True,False
UFC 232: Jones vs. Gustafsson 2 ,Carlos Condit vs. Michael Chiesa,Welterweight Bout,welterweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Ilir Latifi vs. Corey Anderson,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Chad Mendes vs. Alexander Volkanovski,Featherweight Bout,featherweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Andrei Arlovski vs. Walt Harris,Heavyweight Bout,heavyweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Cat Zingano vs. Megan Anderson,Women's Featherweight Bout,featherweight,regular,True,False
