fight_id,fight_seq,event_date,bout_order,fighter_a_id,fighter_b_id,outcome,method,round_no,total_rounds,weight_class,bout_type,EVENT,BOUT,fighter_a,fighter_b,winner_id,loser_id,method_bucket,method_detail,time_seconds,bout_length_minutes,referee,details
ufc-on-fx-browne-vs-bigfoot__josh-neer-vs-justin-edwards__1,1,2012-10-05,7,2272,2347,b_win,Submission,1,3,welterweight,non_title,UFC on FX: Browne vs Bigfoot,Josh Neer vs. Justin Edwards,Josh Neer,Justin Edwards,2347,2272,submission,Submission ,45,15,Nick Gamst,Guillotine Choke StandingTechnical Submission
ufc-on-fx-browne-vs-bigfoot__michael-johnson-vs-danny-castillo__1,1,2012-10-05,6,3024,1007,a_win,KO/TKO,2,3,lightweight,non_title,UFC on FX: Browne vs Bigfoot,Michael Johnson vs. Danny Castillo,Michael Johnson,Danny Castillo,3024,1007,ko_tko,KO/TKO ,66,15,Josh Rosenthal,Punch to Head At Distance 
ufc-on-fx-browne-vs-bigfoot__aaron-simpson-vs-mike-pierce__1,1,2012-10-05,5,18,3093,b_win,KO/TKO,2,3,welterweight,non_title,UFC on FX: Browne vs Bigfoot,Aaron Simpson vs. Mike Pierce,Aaron Simpson,Mike Pierce,3093,18,ko_tko,KO/TKO ,29,15,Darryl Guthmiller,Punch to Head At Distance 
ufc-on-fx-browne-vs-bigfoot__marcus-levesseur-vs-carlo-prater__1,1,2012-10-05,4,2853,644,a_win,Decision,3,3,lightweight,non_title,UFC on FX: Browne vs Bigfoot,Marcus LeVesseur vs. Carlo Prater,Marcus LeVesseur,Carlo Prater,2853,644,decision,Decision - Split ,300,15,Josh Rosenthal,Sal D'amato 28 - 29.Chris Lee 29 - 28.Andy Kemp 28 - 29.
ufc-on-fx-browne-vs-bigfoot__jacob-volkmann-vs-shane-roller__1,1,2012-10-05,3,1795,3890,a_win,Submission,1,3,lightweight,non_title,UFC on FX: Browne vs Bigfoot,Jacob Volkmann vs. Shane Roller,Jacob Volkmann,Shane Roller,1795,3890,submission,Submission ,158,15,Herb Dean,Rear Naked Choke 
ufc-on-fx-browne-vs-bigfoot__bart-palaszewski-vs-diego-nunes__1,1,2012-10-05,2,397,1150,b_win,Decision,3,3,featherweight,non_title,UFC on FX: Browne vs Bigfoot,Bart Palaszewski vs. Diego Nunes,Bart Palaszewski,Diego Nunes,1150,397,decision,Decision - Unanimous ,300,15,Darryl Guthmiller,Kyle Shiely 27 - 30.Todd Neilsen 28 - 29.Andy Kemp 27 - 30.
ufc-on-fx-browne-vs-bigfoot__darren-uyenoyama-vs-phil-harris__1,1,2012-10-05,1,1032,3402,a_win,Submission,2,3,flyweight,non_title,UFC on FX: Browne vs Bigfoot,Darren Uyenoyama vs. Phil Harris,Darren Uyenoyama,Phil Harris,1032,3402,submission,Submission ,218,15,Nick Gamst,Rear Naked Choke 
ufc-on-fuel-tv-struve-vs-miocic__stefan-struve-vs-stipe-miocic__1,1,2012-09-29,11,3963,4007,a_win,KO/TKO,2,5,heavyweight,non_title,UFC on FUEL TV: Struve vs Miocic,Stefan Struve vs. Stipe Miocic,Stefan Struve,Stipe Miocic,3963,4007,ko_tko,KO/TKO ,230,25,Herb Dean,Punches to Head At Distance 
ufc-on-fuel-tv-struve-vs-miocic__dan-hardy-vs-amir-sadollah__1,1,2012-09-29,10,958,215,a_win,Decision,3,3,welterweight,non_title,UFC on FUEL TV: Struve vs Miocic,Dan Hardy vs. Amir Sadollah,Dan Hardy,Amir Sadollah,958,215,decision,Decision - Unanimous ,300,15,Marc Goddard,Mark Collett 28 - 29.Chris Watts 28 - 29.Aaron Chatfield 27 - 30.
ufc-on-fuel-tv-struve-vs-miocic__brad-pickett-vs-yves-jabouin__1,1,2012-09-29,9,493,4459,a_win,KO/TKO,1,3,bantamweight,non_title,UFC on FUEL TV: Struve vs Miocic,Brad Pickett vs. Yves Jabouin,Brad Pickett,Yves Jabouin,493,4459,ko_tko,KO/TKO ,220,15,Leon Roberts,Punch to Head At Distance 
ufc-on-fuel-tv-struve-vs-miocic__paul-sass-vs-matt-wiman__1,1,2012-09-29,8,3361,2973,b_win,Submission,1,3,lightweight,non_title,UFC on FUEL TV: Struve vs Miocic,Paul Sass vs. Matt Wiman,Paul Sass,Matt Wiman,2973,3361,submission,Submission ,228,15,Herb Dean,Armbar On Ground 
ufc-on-fuel-tv-struve-vs-miocic__john-hathaway-vs-john-maguire__1,1,2012-09-29,7,2125,2134,a_win,Decision,3,3,welterweight,non_title,UFC on FUEL TV: Struve vs Miocic,John Hathaway vs. John Maguire,John Hathaway,John Maguire,2125,2134,decision,Decision - Unanimous ,300,15,Marc Goddard,Mark Collett 27 - 30.Doug Crosby 27 - 30.Howard Hughes 27 - 30.
ufc-on-fuel-tv-struve-vs-miocic__che-mills-vs-duane-ludwig__1,1,2012-09-29,6,733,1220,a_win,KO/TKO,1,3,welterweight,non_title,UFC on FUEL TV: Struve vs Miocic,Che Mills vs. Duane Ludwig,Che Mills,Duane Ludwig,733,1220,ko_tko,KO/TKO ,148,15,Herb Dean,toKnee Injury
ufc-on-fuel-tv-struve-vs-miocic__kyle-kingsbury-vs-jimi-manuwa__1,1,2012-09-29,5,2582,2020,b_win,KO/TKO,2,3,light_heavyweight,non_title,UFC on FUEL TV: Struve vs Miocic,Kyle Kingsbury vs. Jimi Manuwa,Kyle Kingsbury,Jimi Manuwa,2020,2582,ko_tko,TKO - Doctor's Stoppage ,300,15,Leon Roberts,Eye Injury
ufc-on-fuel-tv-struve-vs-miocic__andy-ogle-vs-akira-corassani__1,1,2012-09-29,4,260,79,b_win,Decision,3,3,featherweight,non_title,UFC on FUEL TV: Struve vs Miocic,Andy Ogle vs. Akira Corassani,Andy Ogle,Akira Corassani,79,260,decision,Decision - Split ,300,15,Marc Goddard,Aaron Chatfield 28 - 29.Mark Collett 30 - 27.Chris Watts 28 - 29.
ufc-on-fuel-tv-struve-vs-miocic__tom-watson-vs-brad-tavares__1,1,2012-09-29,3,4167,497,b_win,Decision,3,3,middleweight,non_title,UFC on FUEL TV: Struve vs Miocic,Tom Watson vs. Brad Tavares,Tom Watson,Brad Tavares,497,4167,decision,Decision - Split ,300,15,Leon Roberts,Howard Hughes 27 - 30.Doug Crosby 29 - 28.Chris Watts 28 - 29.
ufc-on-fuel-tv-struve-vs-miocic__damarques-johnson-vs-gunnar-nelson__1,1,2012-09-29,2,922,1586,b_win,Submission,1,3,catch_weight,non_title,UFC on FUEL TV: Struve vs Miocic,DaMarques Johnson vs. Gunnar Nelson,DaMarques Johnson,Gunnar Nelson,1586,922,submission,Submission ,214,15,Herb Dean,Rear Naked Choke 
ufc-on-fuel-tv-struve-vs-miocic__jason-young-vs-robert-peralta__1,1,2012-09-29,1,1916,3609,b_win,KO/TKO,1,3,featherweight,non_title,UFC on FUEL TV: Struve vs Miocic,Jason Young vs. Robert Peralta,Jason Young,Robert Peralta,3609,1916,ko_tko,KO/TKO ,23,15,Marc Goddard,Punch to Head At Distance 
ufc-152-jones-vs-belfort__jon-jones-vs-vitor-belfort__1,1,2012-09-22,12,2164,4304,a_win,Submission,4,5,light_heavyweight,title,UFC 152: Jones vs Belfort,Jon Jones vs. Vitor Belfort,Jon Jones,Vitor Belfort,2164,4304,submission,Submission ,54,25,John McCarthy,Keylock From Side Control 
ufc-152-jones-vs-belfort__joseph-benavidez-vs-demetrious-johnson__1,1,2012-09-22,11,2242,1101,b_win,Decision,5,5,flyweight,title,UFC 152: Jones vs Belfort,Joseph Benavidez vs. Demetrious Johnson,Joseph Benavidez,Demetrious Johnson,1101,2242,decision,Decision - Split ,300,25,Yves Lavigne,Jeff Blatnick 47 - 48.Richard Bertrand 48 - 47.Doug Crosby 46 - 49.
ufc-152-jones-vs-belfort__michael-bisping-vs-brian-stann__1,1,2012-09-22,10,3015,564,a_win,Decision,3,3,middleweight,non_title,UFC 152: Jones vs Belfort,Michael Bisping vs. Brian Stann,Michael Bisping,Brian Stann,3015,564,decision,Decision - Unanimous ,300,15,Josh Rosenthal,Jeff Blatnick 28 - 29.Doug Crosby 28 - 29.Sal D'amato 28 - 29.
ufc-152-jones-vs-belfort__matt-hamill-vs-roger-hollett__1,1,2012-09-22,9,2952,3638,a_win,Decision,3,3,light_heavyweight,non_title,UFC 152: Jones vs Belfort,Matt Hamill vs. Roger Hollett,Matt Hamill,Roger Hollett,2952,3638,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Doug Crosby 28 - 29.Jeff Blatnick 27 - 30.Sal D'amato 27 - 30.
ufc-152-jones-vs-belfort__cub-swanson-vs-charles-oliveira__1,1,2012-09-22,8,909,714,a_win,KO/TKO,1,3,featherweight,non_title,UFC 152: Jones vs Belfort,Cub Swanson vs. Charles Oliveira,Cub Swanson,Charles Oliveira,909,714,ko_tko,KO/TKO ,160,15,Yves Lavigne,Punch to Head At Distance 
ufc-152-jones-vs-belfort__igor-pokrajac-vs-vinny-magalhaes__1,1,2012-09-22,7,1704,4299,b_win,Submission,2,3,light_heavyweight,non_title,UFC 152: Jones vs Belfort,Igor Pokrajac vs. Vinny Magalhaes,Igor Pokrajac,Vinny Magalhaes,4299,1704,submission,Submission ,74,15,John McCarthy,Armbar On Ground 
ufc-152-jones-vs-belfort__tj-grant-vs-evan-dunham__1,1,2012-09-22,6,4020,1370,a_win,Decision,3,3,lightweight,non_title,UFC 152: Jones vs Belfort,TJ Grant vs. Evan Dunham,TJ Grant,Evan Dunham,4020,1370,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Richard Bertrand 28 - 29.Doug Crosby 27 - 30.Jeff Blatnick 28 - 29.
ufc-152-jones-vs-belfort__sean-pierson-vs-lance-benoist__1,1,2012-09-22,5,3843,2601,a_win,Decision,3,3,welterweight,non_title,UFC 152: Jones vs Belfort,Sean Pierson vs. Lance Benoist,Sean Pierson,Lance Benoist,3843,2601,decision,Decision - Unanimous ,300,15,Josh Rosenthal,Richard Bertrand 28 - 29.Jeff Blatnick 28 - 29.Doug Crosby 28 - 29.
ufc-152-jones-vs-belfort__jimy-hettes-vs-marcus-brimage__1,1,2012-09-22,4,2029,2847,b_win,Decision,3,3,featherweight,non_title,UFC 152: Jones vs Belfort,Jimy Hettes vs. Marcus Brimage,Jimy Hettes,Marcus Brimage,2847,2029,decision,Decision - Unanimous ,300,15,Yves Lavigne,Richard Bertrand 28 - 29.Jeff Blatnick 28 - 29.Doug Crosby 28 - 29.
ufc-152-jones-vs-belfort__seth-baczynski-vs-simeon-thoresen__1,1,2012-09-22,3,3870,3938,a_win,KO/TKO,1,3,welterweight,non_title,UFC 152: Jones vs Belfort,Seth Baczynski vs. Simeon Thoresen,Seth Baczynski,Simeon Thoresen,3870,3938,ko_tko,KO/TKO ,250,15,John McCarthy,Punch to Head In Clinch 
ufc-152-jones-vs-belfort__mitch-gagnon-vs-walel-watson__1,1,2012-09-22,2,3132,4322,a_win,Submission,1,3,bantamweight,non_title,UFC 152: Jones vs Belfort,Mitch Gagnon vs. Walel Watson,Mitch Gagnon,Walel Watson,3132,4322,submission,Submission ,69,15,Josh Rosenthal,Rear Naked Choke 
ufc-152-jones-vs-belfort__kyle-noke-vs-charlie-brenneman__1,1,2012-09-22,1,2587,717,a_win,KO/TKO,1,3,welterweight,non_title,UFC 152: Jones vs Belfort,Kyle Noke vs. Charlie Brenneman,Kyle Noke,Charlie Brenneman,2587,717,ko_tko,KO/TKO ,45,15,Dan Miragliotta,Punch to Head At Distance 
ufc-150-henderson-vs-edgar-ii__benson-henderson-vs-frankie-edgar__1,1,2012-08-11,10,429,1454,a_win,Decision,5,5,lightweight,title,UFC 150: Henderson vs Edgar II,Benson Henderson vs. Frankie Edgar,Benson Henderson,Frankie Edgar,429,1454,decision,Decision - Split ,300,25,Herb Dean,Tony Weeks 49 - 46.Dave Hagen 47 - 48.Mark Van Tine 47 - 48.
ufc-150-henderson-vs-edgar-ii__donald-cerrone-vs-melvin-guillard__1,1,2012-08-11,9,1186,3009,a_win,KO/TKO,1,3,lightweight,non_title,UFC 150: Henderson vs Edgar II,Donald Cerrone vs. Melvin Guillard,Donald Cerrone,Melvin Guillard,1186,3009,ko_tko,KO/TKO ,76,15,Josh Rosenthal,Kick to Head At Distance 
ufc-150-henderson-vs-edgar-ii__jake-shields-vs-ed-herman__1,1,2012-08-11,8,1819,1244,nc,NC,3,3,middleweight,non_title,UFC 150: Henderson vs Edgar II,Jake Shields vs. Ed Herman,Jake Shields,Ed Herman,,,no_contest,Overturned ,300,15,Adam Martinez,Failed Drug Test by ShieldsHale Hilsabeck 28 - 29.Dave Hagen 27 - 30.Tony Weeks 27 - 30.
ufc-150-henderson-vs-edgar-ii__yushin-okami-vs-buddy-roberts__1,1,2012-08-11,7,4451,604,a_win,KO/TKO,2,3,middleweight,non_title,UFC 150: Henderson vs Edgar II,Yushin Okami vs. Buddy Roberts,Yushin Okami,Buddy Roberts,4451,604,ko_tko,KO/TKO ,185,15,Herb Dean,Punches to Head From Back Control 
ufc-150-henderson-vs-edgar-ii__justin-lawrence-vs-max-holloway__1,1,2012-08-11,6,2359,2988,b_win,KO/TKO,2,3,featherweight,non_title,UFC 150: Henderson vs Edgar II,Justin Lawrence vs. Max Holloway,Justin Lawrence,Max Holloway,2988,2359,ko_tko,KO/TKO ,289,15,Josh Rosenthal,Punch to Body In Clinch 
ufc-150-henderson-vs-edgar-ii__dennis-bermudez-vs-tommy-hayden__1,1,2012-08-11,5,1110,4171,a_win,Submission,1,3,featherweight,non_title,UFC 150: Henderson vs Edgar II,Dennis Bermudez vs. Tommy Hayden,Dennis Bermudez,Tommy Hayden,1110,4171,submission,Submission ,283,15,Tom Johnson,Guillotine Choke Standing 
ufc-150-henderson-vs-edgar-ii__jared-hamman-vs-michael-kuiper__1,1,2012-08-11,4,1873,3026,b_win,KO/TKO,2,3,middleweight,non_title,UFC 150: Henderson vs Edgar II,Jared Hamman vs. Michael Kuiper,Jared Hamman,Michael Kuiper,3026,1873,ko_tko,KO/TKO ,136,15,Adam Martinez,Punch to Head In Clinch 
ufc-150-henderson-vs-edgar-ii__ken-stone-vs-erik-perez__1,1,2012-08-11,3,2470,1352,b_win,KO/TKO,1,3,bantamweight,non_title,UFC 150: Henderson vs Edgar II,Ken Stone vs. Erik Perez,Ken Stone,Erik Perez,1352,2470,ko_tko,KO/TKO ,17,15,Herb Dean,Punch to Head At Distance 
ufc-150-henderson-vs-edgar-ii__dustin-pague-vs-chico-camus__1,1,2012-08-11,2,1230,743,b_win,Decision,3,3,bantamweight,non_title,UFC 150: Henderson vs Edgar II,Dustin Pague vs. Chico Camus,Dustin Pague,Chico Camus,743,1230,decision,Decision - Unanimous ,300,15,Tom Johnson,Dave Hagen 28 - 29.Mark Van Tine 27 - 30.Eric Heinz 28 - 29.
ufc-150-henderson-vs-edgar-ii__nik-lentz-vs-eiji-mitsuoka__1,1,2012-08-11,1,3258,1284,a_win,KO/TKO,1,3,featherweight,non_title,UFC 150: Henderson vs Edgar II,Nik Lentz vs. Eiji Mitsuoka,Nik Lentz,Eiji Mitsuoka,3258,1284,ko_tko,KO/TKO ,225,15,Tim Mills,Punches to Head From Back Control 
ufc-on-fox-shogun-vs-vera__mauricio-rua-vs-brandon-vera__1,1,2012-08-04,10,2984,526,a_win,KO/TKO,4,5,light_heavyweight,non_title,UFC on FOX: Shogun vs Vera,Mauricio Rua vs. Brandon Vera,Mauricio Rua,Brandon Vera,2984,526,ko_tko,KO/TKO ,249,25,Herb Dean,Punches to Head At Distance 
ufc-on-fox-shogun-vs-vera__lyoto-machida-vs-ryan-bader__1,1,2012-08-04,9,2753,3718,a_win,KO/TKO,2,3,light_heavyweight,non_title,UFC on FOX: Shogun vs Vera,Lyoto Machida vs. Ryan Bader,Lyoto Machida,Ryan Bader,2753,3718,ko_tko,KO/TKO ,92,15,John McCarthy,Punch to Head At Distance 
ufc-on-fox-shogun-vs-vera__joe-lauzon-vs-jamie-varner__1,1,2012-08-04,8,2068,1860,a_win,Submission,3,3,lightweight,non_title,UFC on FOX: Shogun vs Vera,Joe Lauzon vs. Jamie Varner,Joe Lauzon,Jamie Varner,2068,1860,submission,Submission ,164,15,Luis Cobian,Triangle Choke From Bottom 
ufc-on-fox-shogun-vs-vera__mike-swick-vs-damarques-johnson__1,1,2012-08-04,7,3105,922,a_win,KO/TKO,2,3,welterweight,non_title,UFC on FOX: Shogun vs Vera,Mike Swick vs. DaMarques Johnson,Mike Swick,DaMarques Johnson,3105,922,ko_tko,KO/TKO ,80,15,Herb Dean,Punch to Head On Ground 
ufc-on-fox-shogun-vs-vera__cole-miller-vs-nam-phan__1,1,2012-08-04,6,864,3179,b_win,Decision,3,3,featherweight,non_title,UFC on FOX: Shogun vs Vera,Cole Miller vs. Nam Phan,Cole Miller,Nam Phan,3179,864,decision,Decision - Split ,300,15,John McCarthy,Mike Beltran 28 - 29.Lester Griffin 29 - 28.Cecil Peoples 28 - 29.
ufc-on-fox-shogun-vs-vera__phil-davis-vs-wagner-prado__1,1,2012-08-04,5,3401,4317,nc,KO/TKO,1,3,light_heavyweight,non_title,UFC on FOX: Shogun vs Vera,Phil Davis vs. Wagner Prado,Phil Davis,Wagner Prado,,,ko_tko,Could Not Continue ,88,15,Luis Cobian,Eye Poke by Davis
ufc-on-fox-shogun-vs-vera__josh-grispi-vs-rani-yahya__1,1,2012-08-04,4,2262,3482,b_win,Submission,1,3,featherweight,non_title,UFC on FOX: Shogun vs Vera,Josh Grispi vs. Rani Yahya,Josh Grispi,Rani Yahya,3482,2262,submission,Submission ,195,15,Herb Dean,North-South Choke 
ufc-on-fox-shogun-vs-vera__philip-de-fries-vs-oli-thompson__1,1,2012-08-04,3,3406,3292,a_win,Submission,2,3,heavyweight,non_title,UFC on FOX: Shogun vs Vera,Philip De Fries vs. Oli Thompson,Philip De Fries,Oli Thompson,3406,3292,submission,Submission ,256,15,John McCarthy,Rear Naked Choke 
ufc-on-fox-shogun-vs-vera__manvel-gamburyan-vs-michihiro-omigawa__1,1,2012-08-04,2,2810,3049,a_win,Decision,3,3,featherweight,non_title,UFC on FOX: Shogun vs Vera,Manvel Gamburyan vs. Michihiro Omigawa,Manvel Gamburyan,Michihiro Omigawa,2810,3049,decision,Decision - Unanimous ,300,15,Luis Cobian,Mike Beltran 28 - 29.Lester Griffin 28 - 29.Cecil Peoples 27 - 30.
ufc-on-fox-shogun-vs-vera__john-moraga-vs-ulysses-gomez__1,1,2012-08-04,1,2138,4246,a_win,KO/TKO,1,3,flyweight,non_title,UFC on FOX: Shogun vs Vera,John Moraga vs. Ulysses Gomez,John Moraga,Ulysses Gomez,2138,4246,ko_tko,KO/TKO ,226,15,Herb Dean,Elbow to Head In Clinch 
ufc-149-faber-vs-barao__urijah-faber-vs-renan-barao__1,1,2012-07-21,11,4250,3523,b_win,Decision,5,5,bantamweight,interim_title,UFC 149: Faber vs Barao,Urijah Faber vs. Renan Barao,Urijah Faber,Renan Barao,3523,4250,decision,Decision - Unanimous ,300,25,Mario Yamasaki,Jeff Blatnick 46 - 49.Chris Lee 45 - 50.Sal D'amato 46 - 49.
ufc-149-faber-vs-barao__hector-lombard-vs-tim-boetsch__1,1,2012-07-21,10,1621,4117,b_win,Decision,3,3,middleweight,non_title,UFC 149: Faber vs Barao,Hector Lombard vs. Tim Boetsch,Hector Lombard,Tim Boetsch,4117,1621,decision,Decision - Split ,300,15,Josh Rosenthal,Sal D'amato 28 - 29.Richard Bertrand 29 - 28.Chris Lee 28 - 29.
ufc-149-faber-vs-barao__cheick-kongo-vs-shawn-jordan__1,1,2012-07-21,9,734,3905,a_win,Decision,3,3,heavyweight,non_title,UFC 149: Faber vs Barao,Cheick Kongo vs. Shawn Jordan,Cheick Kongo,Shawn Jordan,734,3905,decision,Decision - Unanimous ,300,15,Yves Lavigne,Jeff Blatnick 28 - 30.Richard Bertrand 27 - 30.Peter Adamcik 27 - 30.
ufc-149-faber-vs-barao__brian-ebersole-vs-james-head__1,1,2012-07-21,8,550,1834,b_win,Decision,3,3,welterweight,non_title,UFC 149: Faber vs Barao,Brian Ebersole vs. James Head,Brian Ebersole,James Head,1834,550,decision,Decision - Split ,300,15,Mario Yamasaki,Jeff Blatnick 28 - 29.Sal D'amato 29 - 28.Chris Lee 28 - 29.
ufc-149-faber-vs-barao__chris-clements-vs-matthew-riddle__1,1,2012-07-21,7,756,2975,nc,NC,3,3,welterweight,non_title,UFC 149: Faber vs Barao,Chris Clements vs. Matthew Riddle,Chris Clements,Matthew Riddle,,,no_contest,Overturned ,122,15,Josh Rosenthal,Failed Drug Test by Riddle
ufc-149-faber-vs-barao__court-mcgee-vs-nick-ring__1,1,2012-07-21,6,894,3247,b_win,Decision,3,3,middleweight,non_title,UFC 149: Faber vs Barao,Court McGee vs. Nick Ring,Court McGee,Nick Ring,3247,894,decision,Decision - Unanimous ,300,15,Yves Lavigne,Peter Adamcik 28 - 29.Richard Bertrand 28 - 29.Chris Lee 28 - 29.
ufc-149-faber-vs-barao__roland-delorme-vs-francisco-rivera__1,1,2012-07-21,5,3644,1440,nc,NC,1,3,bantamweight,non_title,UFC 149: Faber vs Barao,Roland Delorme vs. Francisco Rivera,Roland Delorme,Francisco Rivera,,,no_contest,Overturned ,259,15,Mario Yamasaki,Failed Drug Test by Rivera
ufc-149-faber-vs-barao__anthony-perosh-vs-ryan-jimmo__1,1,2012-07-21,4,298,3730,b_win,KO/TKO,1,3,light_heavyweight,non_title,UFC 149: Faber vs Barao,Anthony Perosh vs. Ryan Jimmo,Anthony Perosh,Ryan Jimmo,3730,298,ko_tko,KO/TKO ,7,15,Josh Rosenthal,Punch to Head At Distance 
ufc-149-faber-vs-barao__bryan-caraway-vs-mitch-gagnon__1,1,2012-07-21,3,590,3132,a_win,Submission,3,3,bantamweight,non_title,UFC 149: Faber vs Barao,Bryan Caraway vs. Mitch Gagnon,Bryan Caraway,Mitch Gagnon,590,3132,submission,Submission ,99,15,Yves Lavigne,Rear Naked Choke 
ufc-149-faber-vs-barao__antonio-carvalho-vs-daniel-pineda__1,1,2012-07-21,2,316,984,a_win,KO/TKO,1,3,featherweight,non_title,UFC 149: Faber vs Barao,Antonio Carvalho vs. Daniel Pineda,Antonio Carvalho,Daniel Pineda,316,984,ko_tko,KO/TKO ,71,15,Mario Yamasaki,Punch to Head In Clinch 
ufc-149-faber-vs-barao__mitch-clarke-vs-anton-kuivanen__1,1,2012-07-21,1,3131,307,b_win,Decision,3,3,lightweight,non_title,UFC 149: Faber vs Barao,Mitch Clarke vs. Anton Kuivanen,Mitch Clarke,Anton Kuivanen,307,3131,decision,Decision - Split ,300,15,Josh Rosenthal,Richard Bertrand 28 - 29.Sal D'amato 29 - 28.Jeff Blatnick 28 - 29.
ufc-on-fuel-tv-munoz-vs-weidman__mark-munoz-vs-chris-weidman__1,1,2012-07-11,11,2893,798,b_win,KO/TKO,2,5,middleweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Mark Munoz vs. Chris Weidman,Mark Munoz,Chris Weidman,798,2893,ko_tko,KO/TKO ,97,25,Josh Rosenthal,Elbow to Head At Distance 
ufc-on-fuel-tv-munoz-vs-weidman__james-te-huna-vs-joey-beltran__1,1,2012-07-11,10,1843,2095,a_win,Decision,3,3,light_heavyweight,non_title,UFC on FUEL TV: Munoz vs Weidman,James Te Huna vs. Joey Beltran,James Te Huna,Joey Beltran,1843,2095,decision,Decision - Unanimous ,300,15,Jason McCoy,Steve Morrow 26 - 30.Ray Balewicz 27 - 30.Susan Thomas-Gitlin 27 - 30.
ufc-on-fuel-tv-munoz-vs-weidman__aaron-simpson-vs-kenny-robertson__1,1,2012-07-11,9,18,2485,a_win,Decision,3,3,welterweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Aaron Simpson vs. Kenny Robertson,Aaron Simpson,Kenny Robertson,18,2485,decision,Decision - Unanimous ,300,15,Marcos Rosales,Steve Morrow 27 - 30.Ray Balewicz 28 - 29.Dan Stell 28 - 29.
ufc-on-fuel-tv-munoz-vs-weidman__karlos-vemola-vs-francis-carmont__1,1,2012-07-11,8,2414,1433,b_win,Submission,2,3,middleweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Karlos Vemola vs. Francis Carmont,Karlos Vemola,Francis Carmont,1433,2414,submission,Submission ,99,15,Josh Rosenthal,Rear Naked Choke 
ufc-on-fuel-tv-munoz-vs-weidman__tj-dillashaw-vs-vaughan-lee__1,1,2012-07-11,7,4019,4265,a_win,Submission,1,3,bantamweight,non_title,UFC on FUEL TV: Munoz vs Weidman,TJ Dillashaw vs. Vaughan Lee,TJ Dillashaw,Vaughan Lee,4019,4265,submission,Submission ,153,15,Jason McCoy,Rear Naked Choke 
ufc-on-fuel-tv-munoz-vs-weidman__rafael-dos-anjos-vs-anthony-njokuani__1,1,2012-07-11,6,3445,297,a_win,Decision,3,3,lightweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Rafael Dos Anjos vs. Anthony Njokuani,Rafael Dos Anjos,Anthony Njokuani,3445,297,decision,Decision - Unanimous ,300,15,Marcos Rosales,Ray Balewicz 27 - 30.Susan Thomas-Gitlin 27 - 30.Steve Morrow 28 - 29.
ufc-on-fuel-tv-munoz-vs-weidman__damacio-page-vs-alex-caceres__1,1,2012-07-11,5,938,124,b_win,Submission,2,3,bantamweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Damacio Page vs. Alex Caceres,Damacio Page,Alex Caceres,124,938,submission,Submission ,87,15,Josh Rosenthal,Triangle Choke From Bottom Guard 
ufc-on-fuel-tv-munoz-vs-weidman__chris-cariaso-vs-josh-ferguson__1,1,2012-07-11,4,755,2260,a_win,Decision,3,3,flyweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Chris Cariaso vs. Josh Ferguson,Chris Cariaso,Josh Ferguson,755,2260,decision,Decision - Unanimous ,300,15,Jason McCoy,Ray Balewicz 27 - 30.Dan Stell 27 - 30.Susan Thomas-Gitlin 27 - 30.
ufc-on-fuel-tv-munoz-vs-weidman__rafael-natal-vs-andrew-craig__1,1,2012-07-11,3,3449,246,b_win,KO/TKO,2,3,middleweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Rafael Natal vs. Andrew Craig,Rafael Natal,Andrew Craig,246,3449,ko_tko,KO/TKO ,292,15,Marcos Rosales,Kick to Head At Distance 
ufc-on-fuel-tv-munoz-vs-weidman__marcelo-guimaraes-vs-dan-stittgen__1,1,2012-07-11,2,2821,969,a_win,Decision,3,3,welterweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Marcelo Guimaraes vs. Dan Stittgen,Marcelo Guimaraes,Dan Stittgen,2821,969,decision,Decision - Split ,300,15,Josh Rosenthal,Steve Morrow 29 - 28.Ray Balewicz 28 - 29.Susan Thomas-Gitlin 28 - 29.
ufc-on-fuel-tv-munoz-vs-weidman__raphael-assuncao-vs-issei-tamura__1,1,2012-07-11,1,3485,1749,a_win,KO/TKO,2,3,bantamweight,non_title,UFC on FUEL TV: Munoz vs Weidman,Raphael Assuncao vs. Issei Tamura,Raphael Assuncao,Issei Tamura,3485,1749,ko_tko,KO/TKO ,25,15,Jason McCoy,Punch to Head At Distance 
ufc-148-silva-vs-sonnen-2__anderson-silva-vs-chael-sonnen__1,1,2012-07-07,11,221,697,a_win,KO/TKO,2,5,middleweight,title,UFC 148: Silva vs Sonnen 2,Anderson Silva vs. Chael Sonnen,Anderson Silva,Chael Sonnen,221,697,ko_tko,KO/TKO ,115,25,Yves Lavigne,Punch to Head In Clinch 
