fight_id,fight_seq,event_date,bout_order,fighter_a_id,fighter_b_id,outcome,method,round_no,total_rounds,weight_class,bout_type,EVENT,BOUT,fighter_a,fighter_b,winner_id,loser_id,method_bucket,method_detail,time_seconds,bout_length_minutes,referee,details
ufc-148-silva-vs-sonnen-2__forrest-griffin-vs-tito-ortiz__1,1,2012-07-07,10,1428,4138,a_win,Decision,3,3,light_heavyweight,non_title,UFC 148: Silva vs Sonnen 2,Forrest Griffin vs. Tito Ortiz,Forrest Griffin,Tito Ortiz,1428,4138,decision,Decision - Unanimous ,300,15,Steve Mazzagatti,Adalaide Byrd 28 - 29.Jeff Collins 28 - 29.Tony Weeks 28 - 29.
ufc-148-silva-vs-sonnen-2__cung-le-vs-patrick-cote__1,1,2012-07-07,9,910,3336,a_win,Decision,3,3,middleweight,non_title,UFC 148: Silva vs Sonnen 2,Cung Le vs. Patrick Cote,Cung Le,Patrick Cote,910,3336,decision,Decision - Unanimous ,300,15,Josh Rosenthal,Junichiro Kamijo 27 - 30.Mark Smith 27 - 30.Glenn Trowbridge 27 - 30.
ufc-148-silva-vs-sonnen-2__dong-hyun-kim-vs-demian-maia__1,1,2012-07-07,8,1191,1103,b_win,KO/TKO,1,3,welterweight,non_title,UFC 148: Silva vs Sonnen 2,Dong Hyun Kim vs. Demian Maia,Dong Hyun Kim,Demian Maia,1103,1191,ko_tko,KO/TKO ,47,15,Mario Yamasaki,toRib Injury
ufc-148-silva-vs-sonnen-2__chad-mendes-vs-cody-mckenzie__1,1,2012-07-07,7,691,857,a_win,KO/TKO,1,3,featherweight,non_title,UFC 148: Silva vs Sonnen 2,Chad Mendes vs. Cody McKenzie,Chad Mendes,Cody McKenzie,691,857,ko_tko,KO/TKO ,31,15,Steve Mazzagatti,Punch to Body At Distance 
ufc-148-silva-vs-sonnen-2__ivan-menjivar-vs-mike-easton__1,1,2012-07-07,6,1757,3076,b_win,Decision,3,3,bantamweight,non_title,UFC 148: Silva vs Sonnen 2,Ivan Menjivar vs. Mike Easton,Ivan Menjivar,Mike Easton,3076,1757,decision,Decision - Unanimous ,300,15,Josh Rosenthal,Junichiro Kamijo 28 - 29.Chris Lee 27 - 30.Mark Smith 27 - 30.
ufc-148-silva-vs-sonnen-2__melvin-guillard-vs-fabricio-camoes__1,1,2012-07-07,5,3009,1389,a_win,Decision,3,3,lightweight,non_title,UFC 148: Silva vs Sonnen 2,Melvin Guillard vs. Fabricio Camoes,Melvin Guillard,Fabricio Camoes,3009,1389,decision,Decision - Unanimous ,300,15,Yves Lavigne,Adalaide Byrd 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.
ufc-148-silva-vs-sonnen-2__gleison-tibau-vs-khabib-nurmagomedov__1,1,2012-07-07,4,1553,2516,b_win,Decision,3,3,lightweight,non_title,UFC 148: Silva vs Sonnen 2,Gleison Tibau vs. Khabib Nurmagomedov,Gleison Tibau,Khabib Nurmagomedov,2516,1553,decision,Decision - Unanimous ,300,15,Mario Yamasaki,Jeff Collins 27 - 30.Mark Smith 27 - 30.Glenn Trowbridge 27 - 30.
ufc-148-silva-vs-sonnen-2__constantinos-philippou-vs-riki-fukuda__1,1,2012-07-07,3,880,3583,a_win,Decision,3,3,middleweight,non_title,UFC 148: Silva vs Sonnen 2,Constantinos Philippou vs. Riki Fukuda,Constantinos Philippou,Riki Fukuda,880,3583,decision,Decision - Unanimous ,300,15,Steve Mazzagatti,Jeff Collins 27 - 30.Chris Lee 27 - 30.Tony Weeks 28 - 29.
ufc-148-silva-vs-sonnen-2__john-alessio-vs-shane-roller__1,1,2012-07-07,2,2106,3890,b_win,Decision,3,3,lightweight,non_title,UFC 148: Silva vs Sonnen 2,John Alessio vs. Shane Roller,John Alessio,Shane Roller,3890,2106,decision,Decision - Unanimous ,300,15,Josh Rosenthal,Adalaide Byrd 28 - 29.Patricia Morse-Jarman 28 - 29.Glenn Trowbridge 28 - 29.
ufc-148-silva-vs-sonnen-2__rafaello-oliveira-vs-yoislandy-izquierdo__1,1,2012-07-07,1,3455,4405,a_win,Decision,3,3,lightweight,non_title,UFC 148: Silva vs Sonnen 2,Rafaello Oliveira vs. Yoislandy Izquierdo,Rafaello Oliveira,Yoislandy Izquierdo,3455,4405,decision,Decision - Unanimous ,300,15,Mario Yamasaki,Junichiro Kamijo 28 - 29.Mark Smith 28 - 29.Tony Weeks 28 - 29.
ufc-147-silva-vs-franklin-2__wanderlei-silva-vs-rich-franklin__1,1,2012-06-23,11,4327,3554,b_win,Decision,5,5,catch_weight,non_title,UFC 147: Silva vs Franklin 2,Wanderlei Silva vs. Rich Franklin,Wanderlei Silva,Rich Franklin,3554,4327,decision,Decision - Unanimous ,300,25,Mario Yamasaki,Mark Collett 46 - 49.Howard Hughes 46 - 49.Chris Watts 46 - 49.
ufc-147-silva-vs-franklin-2__cezar-ferreira-vs-sergio-moraes__1,1,2012-06-23,10,680,3867,a_win,Decision,3,4,middleweight,title,UFC 147: Silva vs Franklin 2,Cezar Ferreira vs. Sergio Moraes,Cezar Ferreira,Sergio Moraes,680,3867,decision,Decision - Unanimous ,300,20,Herb Dean,Aaron Chatfield 28 - 29.Mark Collett 27 - 30.Rick Winter 27 - 30.
ufc-147-silva-vs-franklin-2__godofredo-pepey-vs-rony-jason__1,1,2012-06-23,9,1557,3677,b_win,Decision,3,4,featherweight,title,UFC 147: Silva vs Franklin 2,Godofredo Pepey vs. Rony Jason,Godofredo Pepey,Rony Jason,3677,1557,decision,Decision - Unanimous ,300,20,Marc Goddard,Aaron Chatfield 28 - 29.Howard Hughes 28 - 29.Rick Winter 28 - 29.
ufc-147-silva-vs-franklin-2__fabricio-werdum-vs-mike-russow__1,1,2012-06-23,8,1391,3101,a_win,KO/TKO,1,3,heavyweight,non_title,UFC 147: Silva vs Franklin 2,Fabricio Werdum vs. Mike Russow,Fabricio Werdum,Mike Russow,1391,3101,ko_tko,KO/TKO ,148,15,Herb Dean,Punch to Head At Distance 
ufc-147-silva-vs-franklin-2__iuri-alcantara-vs-hacran-dias__1,1,2012-06-23,7,1751,1593,b_win,Decision,3,3,featherweight,non_title,UFC 147: Silva vs Franklin 2,Iuri Alcantara vs. Hacran Dias,Iuri Alcantara,Hacran Dias,1593,1751,decision,Decision - Unanimous ,300,15,Marc Goddard,Mark Collett 28 - 29.Howard Hughes 27 - 30.Chris Watts 27 - 30.
ufc-147-silva-vs-franklin-2__anistavio-medeiros-vs-rodrigo-damm__1,1,2012-06-23,6,275,3626,b_win,Submission,1,3,featherweight,non_title,UFC 147: Silva vs Franklin 2,Anistavio Medeiros vs. Rodrigo Damm,Anistavio Medeiros,Rodrigo Damm,3626,275,submission,Submission ,132,15,Mario Yamasaki,Rear Naked Choke 
ufc-147-silva-vs-franklin-2__delson-heleno-vs-francisco-trinaldo__1,1,2012-06-23,5,1099,1442,b_win,KO/TKO,1,3,middleweight,non_title,UFC 147: Silva vs Franklin 2,Delson Heleno vs. Francisco Trinaldo,Delson Heleno,Francisco Trinaldo,1442,1099,ko_tko,KO/TKO ,261,15,Herb Dean,Punches to Head On Ground 
ufc-147-silva-vs-franklin-2__john-teixeira-vs-hugo-viana__1,1,2012-06-23,4,2147,1672,b_win,Decision,3,3,featherweight,non_title,UFC 147: Silva vs Franklin 2,John Teixeira vs. Hugo Viana,John Teixeira,Hugo Viana,1672,2147,decision,Decision - Split ,300,15,Marc Goddard,Mark Collett 28 - 29.Rick Winter 29 - 28.Howard Hughes 28 - 29.
ufc-147-silva-vs-franklin-2__thiago-perpetuo-vs-leonardo-mafra__1,1,2012-06-23,3,4099,2639,a_win,KO/TKO,3,3,middleweight,non_title,UFC 147: Silva vs Franklin 2,Thiago Perpetuo vs. Leonardo Mafra,Thiago Perpetuo,Leonardo Mafra,4099,2639,ko_tko,KO/TKO ,41,15,Mario Yamasaki,Punch to Head At Distance 
ufc-147-silva-vs-franklin-2__marcos-vinicius-vs-wagner-campos__1,1,2012-06-23,2,2843,4316,a_win,KO/TKO,3,3,featherweight,non_title,UFC 147: Silva vs Franklin 2,Marcos Vinicius vs. Wagner Campos,Marcos Vinicius,Wagner Campos,2843,4316,ko_tko,KO/TKO ,64,15,Herb Dean,Punches to Head In Clinch 
ufc-147-silva-vs-franklin-2__felipe-arantes-vs-milton-vieira__1,1,2012-06-23,1,1404,3121,draw,Draw,3,3,featherweight,non_title,UFC 147: Silva vs Franklin 2,Felipe Arantes vs. Milton Vieira,Felipe Arantes,Milton Vieira,,,decision,Decision - Split ,300,15,Marc Goddard,Chris Watts 28 - 29.Howard Hughes 29 - 28.Aaron Chatfield 28 - 28.
ufc-on-fx-maynard-vs-guida__gray-maynard-vs-clay-guida__1,1,2012-06-22,12,1564,834,a_win,Decision,5,5,lightweight,non_title,UFC on FX: Maynard vs Guida,Gray Maynard vs. Clay Guida,Gray Maynard,Clay Guida,1564,834,decision,Decision - Split ,300,25,Dan Miragliotta,Eric Colon 47 - 48.Jose Tabora 48 - 47.Sue Sanidad 47 - 48.
ufc-on-fx-maynard-vs-guida__sam-stout-vs-spencer-fisher__1,1,2012-06-22,11,3778,3956,a_win,Decision,3,3,lightweight,non_title,UFC on FX: Maynard vs Guida,Sam Stout vs. Spencer Fisher,Sam Stout,Spencer Fisher,3778,3956,decision,Decision - Unanimous ,300,15,Kevin Mulhall,Michelle Agustin 27 - 30.Jon Bilyk 27 - 30.Vincent Sinclair 27 - 30.
ufc-on-fx-maynard-vs-guida__brian-ebersole-vs-tj-waldburger__1,1,2012-06-22,10,550,4024,a_win,Decision,3,3,welterweight,non_title,UFC on FX: Maynard vs Guida,Brian Ebersole vs. TJ Waldburger,Brian Ebersole,TJ Waldburger,550,4024,decision,Decision - Unanimous ,300,15,Kevin Mulhall,Jon Bilyk 28 - 29.Vincent Sinclair 28 - 29.Jose Tabora 28 - 29.
ufc-on-fx-maynard-vs-guida__ross-pearson-vs-cub-swanson__1,1,2012-06-22,9,3692,909,b_win,KO/TKO,2,3,featherweight,non_title,UFC on FX: Maynard vs Guida,Ross Pearson vs. Cub Swanson,Ross Pearson,Cub Swanson,909,3692,ko_tko,KO/TKO ,254,15,Yves Lavigne,Punch to Head In Clinch 
ufc-on-fx-maynard-vs-guida__hatsu-hioki-vs-ricardo-lamas__1,1,2012-06-22,8,1612,3545,b_win,Decision,3,3,featherweight,non_title,UFC on FX: Maynard vs Guida,Hatsu Hioki vs. Ricardo Lamas,Hatsu Hioki,Ricardo Lamas,3545,1612,decision,Decision - Unanimous ,300,15,Yves Lavigne,Michelle Agustin 28 - 29.Eric Colon 28 - 29.Sue Sanidad 28 - 29.
ufc-on-fx-maynard-vs-guida__ramsey-nijem-vs-cj-keith__1,1,2012-06-22,7,3475,609,a_win,KO/TKO,1,3,lightweight,non_title,UFC on FX: Maynard vs Guida,Ramsey Nijem vs. CJ Keith,Ramsey Nijem,CJ Keith,3475,609,ko_tko,KO/TKO ,149,15,Yves Lavigne,Punch to Head From Mount 
ufc-on-fx-maynard-vs-guida__rick-story-vs-brock-jardine__1,1,2012-06-22,6,3567,568,a_win,Decision,3,3,welterweight,non_title,UFC on FX: Maynard vs Guida,Rick Story vs. Brock Jardine,Rick Story,Brock Jardine,3567,568,decision,Decision - Unanimous ,300,15,Dan Miragliotta,Henry Krawiec 27 - 30.Carlos Rodriguez 27 - 30.Jose Tabora 27 - 30.
ufc-on-fx-maynard-vs-guida__steven-siler-vs-joey-gambino__1,1,2012-06-22,5,4003,2096,a_win,Submission,1,3,featherweight,non_title,UFC on FX: Maynard vs Guida,Steven Siler vs. Joey Gambino,Steven Siler,Joey Gambino,4003,2096,submission,Submission ,167,15,Kevin Mulhall,Guillotine Choke On Ground 
ufc-on-fx-maynard-vs-guida__nick-catone-vs-chris-camozzi__1,1,2012-06-22,4,3227,754,b_win,KO/TKO,3,3,middleweight,non_title,UFC on FX: Maynard vs Guida,Nick Catone vs. Chris Camozzi,Nick Catone,Chris Camozzi,754,3227,ko_tko,TKO - Doctor's Stoppage ,111,15,Dan Miragliotta,Facial Cut
ufc-on-fx-maynard-vs-guida__matt-brown-vs-luis-ramos__1,1,2012-06-22,3,2946,2727,a_win,KO/TKO,2,3,welterweight,non_title,UFC on FX: Maynard vs Guida,Matt Brown vs. Luis Ramos,Matt Brown,Luis Ramos,2946,2727,ko_tko,KO/TKO ,260,15,Gasper Oliver,Knees to Head In Clinch 
ufc-on-fx-maynard-vs-guida__dan-miller-vs-ricardo-funch__1,1,2012-06-22,2,964,3544,a_win,Submission,3,3,welterweight,non_title,UFC on FX: Maynard vs Guida,Dan Miller vs. Ricardo Funch,Dan Miller,Ricardo Funch,964,3544,submission,Submission ,192,15,Dan Miragliotta,Guillotine Choke After Drop to GuardPosition - Mount
ufc-on-fx-maynard-vs-guida__ken-stone-vs-dustin-pague__1,1,2012-06-22,1,2470,1230,a_win,Decision,3,3,bantamweight,non_title,UFC on FX: Maynard vs Guida,Ken Stone vs. Dustin Pague,Ken Stone,Dustin Pague,2470,1230,decision,Decision - Split ,300,15,Gasper Oliver,Carlos Rodriguez 29 - 28.Henry Krawiec 28 - 29.Jon Bilyk 28 - 29.
ufc-on-fx-johnson-vs-mccall__demetrious-johnson-vs-ian-mccall__1,1,2012-06-08,12,1101,1689,a_win,Decision,3,3,flyweight,non_title,UFC on FX: Johnson vs McCall,Demetrious Johnson vs. Ian McCall,Demetrious Johnson,Ian McCall,1101,1689,decision,Decision - Unanimous ,300,15,Troy Waugh,Hector Gomez 28 - 29.Chris Lee 27 - 30.Barry Luxenberg 28 - 29.
ufc-on-fx-johnson-vs-mccall__erick-silva-vs-charlie-brenneman__1,1,2012-06-08,11,1347,717,a_win,Submission,1,3,welterweight,non_title,UFC on FX: Johnson vs McCall,Erick Silva vs. Charlie Brenneman,Erick Silva,Charlie Brenneman,1347,717,submission,Submission ,273,15,Frank Gentile,Rear Naked Choke 
ufc-on-fx-johnson-vs-mccall__mike-pyle-vs-josh-neer__1,1,2012-06-08,10,3095,2272,a_win,KO/TKO,1,3,welterweight,non_title,UFC on FX: Johnson vs McCall,Mike Pyle vs. Josh Neer,Mike Pyle,Josh Neer,3095,2272,ko_tko,KO/TKO ,296,15,Chris Adams,Punch to Head At Distance 
ufc-on-fx-johnson-vs-mccall__eddie-wineland-vs-scott-jorgensen__1,1,2012-06-08,9,1251,3820,a_win,KO/TKO,2,3,bantamweight,non_title,UFC on FX: Johnson vs McCall,Eddie Wineland vs. Scott Jorgensen,Eddie Wineland,Scott Jorgensen,1251,3820,ko_tko,KO/TKO ,250,15,Troy Waugh,Punch to Head At Distance 
ufc-on-fx-johnson-vs-mccall__mike-pierce-vs-carlos-eduardo-rocha__1,1,2012-06-08,8,3093,649,a_win,Decision,3,3,welterweight,non_title,UFC on FX: Johnson vs McCall,Mike Pierce vs. Carlos Eduardo Rocha,Mike Pierce,Carlos Eduardo Rocha,3093,649,decision,Decision - Unanimous ,300,15,Frank Gentile,Ric Bays 27 - 30.Richard Davis 27 - 30.Chris Lee 27 - 30.
ufc-on-fx-johnson-vs-mccall__seth-baczynski-vs-lance-benoist__1,1,2012-06-08,7,3870,2601,a_win,Decision,3,3,welterweight,non_title,UFC on FX: Johnson vs McCall,Seth Baczynski vs. Lance Benoist,Seth Baczynski,Lance Benoist,3870,2601,decision,Decision - Split ,300,15,Chris Adams,Barry Luxenberg 30 - 27.Rich Coreen 28 - 29.Hector Gomez 28 - 29.
ufc-on-fx-johnson-vs-mccall__leonard-garcia-vs-matt-grice__1,1,2012-06-08,6,2636,2951,b_win,Decision,3,3,featherweight,non_title,UFC on FX: Johnson vs McCall,Leonard Garcia vs. Matt Grice,Leonard Garcia,Matt Grice,2951,2636,decision,Decision - Unanimous ,300,15,Troy Waugh,Ric Bays 27 - 30.Richard Davis 27 - 30.Chris Lee 27 - 30.
ufc-on-fx-johnson-vs-mccall__dustin-pague-vs-jared-papazian__1,1,2012-06-08,5,1230,1874,a_win,Submission,1,3,bantamweight,non_title,UFC on FX: Johnson vs McCall,Dustin Pague vs. Jared Papazian,Dustin Pague,Jared Papazian,1230,1874,submission,Submission ,201,15,Frank Gentile,Rear Naked Choke 
ufc-on-fx-johnson-vs-mccall__tim-means-vs-justin-salas__1,1,2012-06-08,4,4127,2368,a_win,KO/TKO,1,3,lightweight,non_title,UFC on FX: Johnson vs McCall,Tim Means vs. Justin Salas,Tim Means,Justin Salas,4127,2368,ko_tko,KO/TKO ,66,15,Chris Adams,Punches to Head On Ground 
ufc-on-fx-johnson-vs-mccall__buddy-roberts-vs-caio-magalhaes__1,1,2012-06-08,3,604,618,a_win,Decision,3,3,middleweight,non_title,UFC on FX: Johnson vs McCall,Buddy Roberts vs. Caio Magalhaes,Buddy Roberts,Caio Magalhaes,604,618,decision,Decision - Unanimous ,300,15,Troy Waugh,Rich Coreen 27 - 30.Hector Gomez 27 - 30.Barry Luxenberg 28 - 29.
ufc-on-fx-johnson-vs-mccall__henry-martinez-vs-bernardo-magalhaes__1,1,2012-06-08,2,1633,431,a_win,Decision,3,3,lightweight,non_title,UFC on FX: Johnson vs McCall,Henry Martinez vs. Bernardo Magalhaes,Henry Martinez,Bernardo Magalhaes,1633,431,decision,Decision - Split ,300,15,Frank Gentile,Chris Lee 27 - 30.Richard Davis 28 - 29.Ric Bays 29 - 28.
ufc-on-fx-johnson-vs-mccall__jake-hecht-vs-sean-pierson__1,1,2012-06-08,1,1814,3843,b_win,Decision,3,3,welterweight,non_title,UFC on FX: Johnson vs McCall,Jake Hecht vs. Sean Pierson,Jake Hecht,Sean Pierson,3843,1814,decision,Decision - Unanimous ,300,15,Chris Adams,Rich Coreen 28 - 29.Hector Gomez 28 - 29.Barry Luxenberg 28 - 29.
the-ultimate-fighter-live-finale__jake-ellenberger-vs-martin-kampmann__1,1,2012-06-01,10,1812,2913,b_win,KO/TKO,2,5,welterweight,non_title,The Ultimate Fighter: Live Finale,Jake Ellenberger vs. Martin Kampmann,Jake Ellenberger,Martin Kampmann,2913,1812,ko_tko,KO/TKO ,100,25,Steve Mazzagatti,Knee to Head In Clinch 
the-ultimate-fighter-live-finale__michael-chiesa-vs-al-iaquinta__1,1,2012-06-01,9,3019,84,a_win,Submission,1,3,lightweight,title,The Ultimate Fighter: Live Finale,Michael Chiesa vs. Al Iaquinta,Michael Chiesa,Al Iaquinta,3019,84,submission,Submission ,167,15,Herb Dean,Rear Naked ChokeTechnical Submission
the-ultimate-fighter-live-finale__jonathan-brookins-vs-charles-oliveira__1,1,2012-06-01,8,2173,714,b_win,Submission,2,3,featherweight,non_title,The Ultimate Fighter: Live Finale,Jonathan Brookins vs. Charles Oliveira,Jonathan Brookins,Charles Oliveira,714,2173,submission,Submission ,162,15,Kim Winslow,Anaconda Choke On Ground 
the-ultimate-fighter-live-finale__max-holloway-vs-pat-schilling__1,1,2012-06-01,7,2988,3332,a_win,Decision,3,3,featherweight,non_title,The Ultimate Fighter: Live Finale,Max Holloway vs. Pat Schilling,Max Holloway,Pat Schilling,2988,3332,decision,Decision - Unanimous ,300,15,Chris Tognoni,Chris Lee 27 - 30.Patricia Morse-Jarman 27 - 30.Marcos Rosales 27 - 30.
the-ultimate-fighter-live-finale__justin-lawrence-vs-john-cofer__1,1,2012-06-01,6,2359,2112,a_win,KO/TKO,3,3,lightweight,non_title,The Ultimate Fighter: Live Finale,Justin Lawrence vs. John Cofer,Justin Lawrence,John Cofer,2359,2112,ko_tko,KO/TKO ,19,15,Herb Dean,Kick to Head At Distance 
the-ultimate-fighter-live-finale__daron-cruickshank-vs-chris-tickle__1,1,2012-06-01,5,1025,795,a_win,Decision,3,3,lightweight,non_title,The Ultimate Fighter: Live Finale,Daron Cruickshank vs. Chris Tickle,Daron Cruickshank,Chris Tickle,1025,795,decision,Decision - Unanimous ,300,15,Steve Mazzagatti,Point Deducted: Illegal Knee by TickleSal D'amato 27 - 29.Patricia Morse-Jarman 27 - 29.Mark Smith 27 - 29.
the-ultimate-fighter-live-finale__myles-jury-vs-chris-saunders__1,1,2012-06-01,4,3173,792,a_win,Submission,1,3,lightweight,non_title,The Ultimate Fighter: Live Finale,Myles Jury vs. Chris Saunders,Myles Jury,Chris Saunders,3173,792,submission,Submission ,243,15,Kim Winslow,Guillotine Choke On Ground 
the-ultimate-fighter-live-finale__cristiano-marcello-vs-sam-sicilia__1,1,2012-06-01,3,906,3776,b_win,KO/TKO,2,3,lightweight,non_title,The Ultimate Fighter: Live Finale,Cristiano Marcello vs. Sam Sicilia,Cristiano Marcello,Sam Sicilia,3776,906,ko_tko,KO/TKO ,173,15,Chris Tognoni,Knee to Head In Clinch 
the-ultimate-fighter-live-finale__joe-proctor-vs-jeremy-larsen__1,1,2012-06-01,2,2076,1969,a_win,KO/TKO,1,3,lightweight,non_title,The Ultimate Fighter: Live Finale,Joe Proctor vs. Jeremy Larsen,Joe Proctor,Jeremy Larsen,2076,1969,ko_tko,KO/TKO ,119,15,Herb Dean,Knee to Head In Clinch 
the-ultimate-fighter-live-finale__john-albert-vs-erik-perez__1,1,2012-06-01,1,2105,1352,b_win,Submission,1,3,bantamweight,non_title,The Ultimate Fighter: Live Finale,John Albert vs. Erik Perez,John Albert,Erik Perez,1352,2105,submission,Submission ,258,15,Kim Winslow,Armbar On Ground 
ufc-146-dos-santos-vs-mir__junior-dos-santos-vs-frank-mir__1,1,2012-05-26,12,2336,1450,a_win,KO/TKO,2,5,heavyweight,title,UFC 146: Dos Santos vs Mir,Junior Dos Santos vs. Frank Mir,Junior Dos Santos,Frank Mir,2336,1450,ko_tko,KO/TKO ,184,25,Herb Dean,Punch to Head At Distance 
ufc-146-dos-santos-vs-mir__cain-velasquez-vs-antonio-silva__1,1,2012-05-26,11,614,325,a_win,KO/TKO,1,3,heavyweight,non_title,UFC 146: Dos Santos vs Mir,Cain Velasquez vs. Antonio Silva,Cain Velasquez,Antonio Silva,614,325,ko_tko,KO/TKO ,216,15,Josh Rosenthal,Punches to Head From Mount 
ufc-146-dos-santos-vs-mir__roy-nelson-vs-dave-herman__1,1,2012-05-26,10,3699,1046,a_win,KO/TKO,1,3,heavyweight,non_title,UFC 146: Dos Santos vs Mir,Roy Nelson vs. Dave Herman,Roy Nelson,Dave Herman,3699,1046,ko_tko,KO/TKO ,51,15,Steve Mazzagatti,Punch to Head At Distance 
ufc-146-dos-santos-vs-mir__stipe-miocic-vs-shane-del-rosario__1,1,2012-05-26,9,4007,3892,a_win,KO/TKO,2,3,heavyweight,non_title,UFC 146: Dos Santos vs Mir,Stipe Miocic vs. Shane del Rosario,Stipe Miocic,Shane del Rosario,4007,3892,ko_tko,KO/TKO ,194,15,Yves Lavigne,Elbows to Head From Half Guard 
ufc-146-dos-santos-vs-mir__stefan-struve-vs-lavar-johnson__1,1,2012-05-26,8,3963,2615,a_win,Submission,1,3,heavyweight,non_title,UFC 146: Dos Santos vs Mir,Stefan Struve vs. Lavar Johnson,Stefan Struve,Lavar Johnson,3963,2615,submission,Submission ,65,15,Josh Rosenthal,Armbar On Ground 
ufc-146-dos-santos-vs-mir__diego-brandao-vs-darren-elkins__1,1,2012-05-26,7,1146,1029,b_win,Decision,3,3,featherweight,non_title,UFC 146: Dos Santos vs Mir,Diego Brandao vs. Darren Elkins,Diego Brandao,Darren Elkins,1029,1146,decision,Decision - Unanimous ,300,15,Herb Dean,Mark Smith 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 28 - 29.
ufc-146-dos-santos-vs-mir__edson-barboza-vs-jamie-varner__1,1,2012-05-26,6,1263,1860,b_win,KO/TKO,1,3,lightweight,non_title,UFC 146: Dos Santos vs Mir,Edson Barboza vs. Jamie Varner,Edson Barboza,Jamie Varner,1860,1263,ko_tko,KO/TKO ,203,15,Steve Mazzagatti,Punches to Head In Clinch 
ufc-146-dos-santos-vs-mir__jason-miller-vs-cb-dollaway__1,1,2012-05-26,5,1905,606,b_win,Decision,3,3,middleweight,non_title,UFC 146: Dos Santos vs Mir,Jason Miller vs. CB Dollaway,Jason Miller,CB Dollaway,606,1905,decision,Decision - Unanimous ,300,15,Yves Lavigne,Dave Hagen 28 - 29.Lester Griffin 26 - 30.Mark Smith 28 - 29.
ufc-146-dos-santos-vs-mir__dan-hardy-vs-duane-ludwig__1,1,2012-05-26,4,958,1220,a_win,KO/TKO,1,3,welterweight,non_title,UFC 146: Dos Santos vs Mir,Dan Hardy vs. Duane Ludwig,Dan Hardy,Duane Ludwig,958,1220,ko_tko,KO/TKO ,231,15,Josh Rosenthal,Punch to Head At Distance 
ufc-146-dos-santos-vs-mir__jacob-volkmann-vs-paul-sass__1,1,2012-05-26,3,1795,3361,b_win,Submission,1,3,lightweight,non_title,UFC 146: Dos Santos vs Mir,Jacob Volkmann vs. Paul Sass,Jacob Volkmann,Paul Sass,3361,1795,submission,Submission ,114,15,Herb Dean,Triangle Armbar From Bottom 
ufc-146-dos-santos-vs-mir__kyle-kingsbury-vs-glover-teixeira__1,1,2012-05-26,2,2582,1556,b_win,Submission,1,3,light_heavyweight,non_title,UFC 146: Dos Santos vs Mir,Kyle Kingsbury vs. Glover Teixeira,Kyle Kingsbury,Glover Teixeira,1556,2582,submission,Submission ,113,15,Steve Mazzagatti,Arm Triangle From Side Control 
ufc-146-dos-santos-vs-mir__mike-brown-vs-daniel-pineda__1,1,2012-05-26,1,3068,984,a_win,Decision,3,3,featherweight,non_title,UFC 146: Dos Santos vs Mir,Mike Brown vs. Daniel Pineda,Mike Brown,Daniel Pineda,3068,984,decision,Decision - Unanimous ,300,15,Yves Lavigne,Adalaide Byrd 28 - 29.Lester Griffin 28 - 29.Junichiro Kamijo 28 - 29.
ufc-on-fuel-tv-korean-zombie-vs-poirier__chan-sung-jung-vs-dustin-poirier__1,1,2012-05-15,12,699,1231,a_win,Submission,4,5,featherweight,non_title,UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung vs. Dustin Poirier,Chan Sung Jung,Dustin Poirier,699,1231,submission,Submission ,67,25,Dan Miragliotta,D'Arce Choke From Front HeadlockTechnical Submission
ufc-on-fuel-tv-korean-zombie-vs-poirier__amir-sadollah-vs-jorge-lopez__1,1,2012-05-15,11,215,2212,a_win,Decision,3,3,welterweight,non_title,UFC on FUEL TV: Korean Zombie vs Poirier,Amir Sadollah vs. Jorge Lopez,Amir Sadollah,Jorge Lopez,215,2212,decision,Decision - Split ,300,15,Keith Peterson,Sal D'amato 28 - 29.Jeff Blatnick 29 - 28.Cardo Urso 28 - 29.
ufc-on-fuel-tv-korean-zombie-vs-poirier__donald-cerrone-vs-jeremy-stephens__1,1,2012-05-15,10,1186,1972,a_win,Decision,3,3,lightweight,non_title,UFC on FUEL TV: Korean Zombie vs Poirier,Donald Cerrone vs. Jeremy Stephens,Donald Cerrone,Jeremy Stephens,1186,1972,decision,Decision - Unanimous ,300,15,Mario Yamasaki,Jeff Blatnick 27 - 30.Sal D'amato 27 - 30.Cardo Urso 27 - 30.
ufc-on-fuel-tv-korean-zombie-vs-poirier__yves-jabouin-vs-jeff-hougland__1,1,2012-05-15,9,4459,1936,a_win,Decision,3,3,bantamweight,non_title,UFC on FUEL TV: Korean Zombie vs Poirier,Yves Jabouin vs. Jeff Hougland,Yves Jabouin,Jeff Hougland,4459,1936,decision,Decision - Unanimous ,300,15,Todd McGovern,Brian Costello 27 - 30.Jeff Blatnick 26 - 30.Cardo Urso 27 - 30.
